"","X","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"8135",8135,27,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"8136",8136,48,"admin.","divorced","high.school","no","yes","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"8137",8137,30,"technician","single","professional.course","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"8138",8138,32,"entrepreneur","single","university.degree","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"8139",8139,54,"services","divorced","high.school","unknown","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"8140",8140,60,"retired","divorced","high.school","unknown","no","no","cellular","may","fri",4,999,2,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"8141",8141,29,"admin.","married","university.degree","no","no","yes","telephone","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"8142",8142,54,"admin.","married","professional.course","no","yes","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"8143",8143,39,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"8144",8144,52,"blue-collar","divorced","high.school","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"8145",8145,51,"housemaid","married","high.school","no","yes","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8146",8146,60,"management","married","university.degree","unknown","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"8147",8147,46,"self-employed","married","university.degree","no","no","yes","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8148",8148,46,"management","married","unknown","no","yes","no","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"8149",8149,35,"technician","married","professional.course","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"8150",8150,35,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","wed",6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"8151",8151,46,"admin.","married","basic.9y","unknown","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"8152",8152,32,"management","married","university.degree","no","yes","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"8153",8153,33,"unemployed","single","university.degree","no","no","yes","telephone","jun","mon",9,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"8154",8154,37,"blue-collar","married","professional.course","no","yes","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8155",8155,47,"management","married","high.school","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"8156",8156,33,"unemployed","married","high.school","no","yes","yes","cellular","oct","tue",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"yes"
"8157",8157,27,"technician","single","professional.course","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8158",8158,40,"admin.","divorced","basic.9y","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"8159",8159,36,"technician","married","professional.course","unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"8160",8160,40,"admin.","married","university.degree","unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"8161",8161,39,"housemaid","married","basic.4y","no","yes","no","telephone","dec","wed",1,999,1,"failure",-0.2,92.756,-45.9,3.743,5176.3,"no"
"8162",8162,51,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8163",8163,39,"blue-collar","married","basic.6y","unknown","no","yes","cellular","nov","wed",5,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"8164",8164,41,"management","married","university.degree","no","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"8165",8165,30,"admin.","single","high.school","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes"
"8166",8166,39,"admin.","married","university.degree","no","no","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"8167",8167,36,"services","married","high.school","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"8168",8168,38,"technician","single","basic.6y","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"8169",8169,55,"technician","married","university.degree","no","yes","no","telephone","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
"8170",8170,55,"technician","married","professional.course","no","no","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"8171",8171,49,"admin.","married","high.school","no","no","no","cellular","may","tue",1,6,1,"success",-1.8,92.893,-46.2,1.344,5099.1,"no"
"8172",8172,57,"retired","single","high.school","no","yes","no","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"8173",8173,35,"management","married","university.degree","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"8174",8174,38,"technician","married","professional.course","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"8175",8175,35,"admin.","married","high.school","no","yes","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"8176",8176,35,"unemployed","married","university.degree","no","no","no","telephone","may","thu",9,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"8177",8177,35,"technician","single","university.degree","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
"8178",8178,37,"management","divorced","university.degree","no","yes","no","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"8179",8179,44,"blue-collar","married","professional.course","no","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8180",8180,30,"self-employed","single","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8181",8181,48,"entrepreneur","married","basic.9y","no","yes","no","cellular","jul","wed",7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8182",8182,38,"blue-collar","married","professional.course","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"8183",8183,39,"services","married","professional.course","no","no","no","cellular","nov","thu",7,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"8184",8184,31,"admin.","married","university.degree","no","no","no","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"8185",8185,31,"admin.","married","high.school","unknown","yes","no","telephone","may","tue",9,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"8186",8186,48,"admin.","divorced","high.school","no","yes","yes","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"8187",8187,39,"blue-collar","married","basic.6y","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"8188",8188,30,"admin.","single","university.degree","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"8189",8189,30,"services","single","high.school","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8190",8190,31,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8191",8191,30,"admin.","single","university.degree","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"8192",8192,30,"admin.","single","high.school","no","yes","no","cellular","jul","tue",7,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"8193",8193,26,"student","single","basic.9y","no","yes","no","telephone","oct","tue",3,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"yes"
"8194",8194,47,"admin.","married","high.school","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"8195",8195,43,"technician","divorced","professional.course","unknown","yes","no","telephone","apr","mon",5,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"8196",8196,47,"admin.","single","high.school","no","no","no","telephone","nov","fri",5,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"8197",8197,29,"admin.","married","university.degree","no","no","yes","cellular","aug","fri",5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"8198",8198,46,"housemaid","married","basic.4y","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"8199",8199,30,"student","single","unknown","no","yes","no","cellular","mar","thu",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes"
"8200",8200,67,"retired","married","professional.course","no","no","no","telephone","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
"8201",8201,45,"technician","married","basic.9y","unknown","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"8202",8202,30,"student","single","high.school","no","yes","yes","cellular","apr","mon",3,10,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"no"
"8203",8203,64,"admin.","married","high.school","no","yes","no","cellular","oct","fri",1,999,1,"failure",-3.4,92.431,-26.9,0.73,5017.5,"yes"
"8204",8204,37,"technician","married","high.school","unknown","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"8205",8205,41,"services","single","university.degree","no","no","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"8206",8206,58,"entrepreneur","married","basic.4y","unknown","yes","no","cellular","nov","tue",4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"8207",8207,45,"blue-collar","single","high.school","unknown","yes","no","cellular","may","mon",6,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
"8208",8208,26,"management","single","university.degree","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"8209",8209,33,"admin.","divorced","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"8210",8210,29,"admin.","single","basic.9y","unknown","yes","no","cellular","may","thu",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"yes"
"8211",8211,31,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-1.1,94.767,-50.8,1.041,4963.6,"yes"
"8212",8212,37,"technician","married","professional.course","no","no","no","telephone","jun","fri",6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"8213",8213,40,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"8214",8214,21,"student","single","high.school","no","yes","no","cellular","oct","fri",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.73,5017.5,"yes"
"8215",8215,56,"retired","married","university.degree","no","yes","no","cellular","nov","wed",2,3,3,"success",-3.4,92.649,-30.1,0.716,5017.5,"yes"
"8216",8216,32,"services","single","high.school","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
"8217",8217,36,"housemaid","married","high.school","no","yes","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"8218",8218,44,"technician","married","basic.6y","unknown","yes","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"8219",8219,31,"technician","single","high.school","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
"8220",8220,26,"admin.","single","high.school","no","unknown","unknown","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"8221",8221,29,"admin.","married","university.degree","no","unknown","unknown","cellular","jun","wed",1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no"
"8222",8222,36,"technician","married","high.school","no","no","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"8223",8223,75,"retired","married","basic.4y","no","no","no","cellular","apr","tue",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"8224",8224,28,"student","married","university.degree","unknown","yes","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"8225",8225,38,"admin.","married","university.degree","no","no","no","telephone","jun","fri",5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"8226",8226,43,"unemployed","married","basic.9y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"8227",8227,30,"admin.","single","university.degree","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"8228",8228,57,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8229",8229,44,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"8230",8230,37,"entrepreneur","married","university.degree","unknown","yes","no","telephone","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"8231",8231,29,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"8232",8232,29,"technician","single","professional.course","no","no","no","cellular","mar","tue",2,999,0,"nonexistent",-1.8,92.843,-50,1.614,5099.1,"yes"
"8233",8233,36,"admin.","single","university.degree","no","no","no","cellular","oct","thu",2,999,0,"nonexistent",-1.1,94.601,-49.5,0.965,4963.6,"no"
"8234",8234,62,"management","married","university.degree","no","yes","yes","cellular","aug","wed",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,"no"
"8235",8235,53,"management","divorced","university.degree","no","yes","no","cellular","apr","thu",1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"8236",8236,29,"entrepreneur","married","university.degree","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8237",8237,31,"blue-collar","single","basic.9y","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"8238",8238,34,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"8239",8239,35,"services","married","high.school","no","no","no","cellular","sep","tue",2,3,1,"success",-3.4,92.379,-29.8,0.788,5017.5,"no"
"8240",8240,38,"technician","married","professional.course","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"8241",8241,34,"technician","married","professional.course","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8242",8242,48,"management","married","university.degree","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"8243",8243,33,"technician","married","professional.course","no","no","no","cellular","aug","fri",7,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
"8244",8244,32,"technician","married","high.school","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"8245",8245,43,"technician","single","professional.course","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8246",8246,78,"retired","married","high.school","no","yes","no","cellular","may","mon",2,3,2,"failure",-1.8,92.893,-46.2,1.264,5099.1,"no"
"8247",8247,59,"retired","married","professional.course","unknown","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8248",8248,30,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"yes"
"8249",8249,32,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"8250",8250,34,"entrepreneur","married","unknown","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"8251",8251,56,"services","married","high.school","no","no","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"8252",8252,32,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"8253",8253,51,"technician","married","professional.course","no","yes","yes","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8254",8254,37,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"8255",8255,47,"technician","married","unknown","unknown","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"8256",8256,56,"housemaid","married","basic.4y","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
